date,week,name,predicted_tempreature
2021-11-08,45,Lichtenberg,8.12
2021-11-09,45,Lichtenberg,7.97
2021-11-10,45,Lichtenberg,7.78
2021-11-11,45,Lichtenberg,7.6
2021-11-12,45,Lichtenberg,7.41
2021-11-13,45,Lichtenberg,7.17
2021-11-14,45,Lichtenberg,7.05
2021-11-15,46,Lichtenberg,6.96
2021-11-16,46,Lichtenberg,6.81
2021-11-17,46,Lichtenberg,6.61
2021-11-18,46,Lichtenberg,6.43
2021-11-19,46,Lichtenberg,6.24
2021-11-20,46,Lichtenberg,6.0
2021-11-21,46,Lichtenberg,5.9
2021-11-22,47,Lichtenberg,5.82
2021-11-23,47,Lichtenberg,5.68
2021-11-24,47,Lichtenberg,5.5
2021-11-25,47,Lichtenberg,5.35
2021-11-26,47,Lichtenberg,5.19
2021-11-27,47,Lichtenberg,4.99
2021-11-28,47,Lichtenberg,4.92
2021-11-29,48,Lichtenberg,4.88
2021-11-30,48,Lichtenberg,4.79
2021-12-01,48,Lichtenberg,4.65
2021-12-02,48,Lichtenberg,4.55
2021-12-03,48,Lichtenberg,4.43
2021-12-04,48,Lichtenberg,4.27
2021-12-05,48,Lichtenberg,4.25
2021-12-06,49,Lichtenberg,4.26
2021-12-07,49,Lichtenberg,4.21
2021-12-08,49,Lichtenberg,4.12
2021-12-09,49,Lichtenberg,4.05
2021-12-10,49,Lichtenberg,3.96
2021-12-11,49,Lichtenberg,3.84
2021-12-12,49,Lichtenberg,3.84
2021-12-13,50,Lichtenberg,3.87
2021-12-14,50,Lichtenberg,3.83
2021-12-15,50,Lichtenberg,3.74
2021-12-16,50,Lichtenberg,3.68
2021-12-17,50,Lichtenberg,3.59
2021-12-18,50,Lichtenberg,3.46
2021-12-19,50,Lichtenberg,3.45
2021-12-20,51,Lichtenberg,3.46
2021-12-21,51,Lichtenberg,3.4
2021-12-22,51,Lichtenberg,3.3
2021-12-23,51,Lichtenberg,3.22
2021-12-24,51,Lichtenberg,3.11
2021-12-25,51,Lichtenberg,2.95
2021-12-26,51,Lichtenberg,2.93
2021-12-27,52,Lichtenberg,2.92
2021-12-28,52,Lichtenberg,2.85
2021-12-29,52,Lichtenberg,2.73
2021-12-30,52,Lichtenberg,2.64
2021-12-31,52,Lichtenberg,2.52
2022-01-01,52,Lichtenberg,2.37
2022-01-02,52,Lichtenberg,2.35
2022-01-03,1,Lichtenberg,2.36
2022-01-04,1,Lichtenberg,2.31
2022-01-05,1,Lichtenberg,2.22
2022-01-06,1,Lichtenberg,2.15
2022-01-07,1,Lichtenberg,2.08
2022-01-08,1,Lichtenberg,1.97
2022-01-09,1,Lichtenberg,2.0
2022-01-10,2,Lichtenberg,2.06
2022-01-11,2,Lichtenberg,2.06
2022-01-12,2,Lichtenberg,2.02
2022-01-13,2,Lichtenberg,2.02
2022-01-14,2,Lichtenberg,2.01
2022-01-15,2,Lichtenberg,1.96
2022-01-16,2,Lichtenberg,2.05
2022-01-17,3,Lichtenberg,2.16
2022-01-18,3,Lichtenberg,2.22
2022-01-19,3,Lichtenberg,2.24
2022-01-20,3,Lichtenberg,2.29
2022-01-21,3,Lichtenberg,2.31
2022-01-22,3,Lichtenberg,2.3
2022-01-23,3,Lichtenberg,2.42
2022-01-24,4,Lichtenberg,2.56
2022-01-25,4,Lichtenberg,2.64
2022-01-26,4,Lichtenberg,2.67
2022-01-27,4,Lichtenberg,2.72
2022-01-28,4,Lichtenberg,2.75
2022-01-29,4,Lichtenberg,2.73
2022-01-30,4,Lichtenberg,2.83
2022-01-31,5,Lichtenberg,2.95
2020-03-01,9,Marzahn-Hellersdorf,3.99
2020-03-02,10,Marzahn-Hellersdorf,4.2
2020-03-03,10,Marzahn-Hellersdorf,4.35
2020-03-04,10,Marzahn-Hellersdorf,4.47
2020-03-05,10,Marzahn-Hellersdorf,4.61
2020-03-06,10,Marzahn-Hellersdorf,4.73
2020-03-07,10,Marzahn-Hellersdorf,4.82
2020-03-08,10,Marzahn-Hellersdorf,5.03
2020-03-09,11,Marzahn-Hellersdorf,5.27
2020-03-10,11,Marzahn-Hellersdorf,5.44
2020-03-11,11,Marzahn-Hellersdorf,5.57
2020-03-12,11,Marzahn-Hellersdorf,5.72
2020-03-13,11,Marzahn-Hellersdorf,5.85
2020-03-14,11,Marzahn-Hellersdorf,5.93
2020-03-15,11,Marzahn-Hellersdorf,6.14
2020-03-16,12,Marzahn-Hellersdorf,6.38
2020-03-17,12,Marzahn-Hellersdorf,6.54
2020-03-18,12,Marzahn-Hellersdorf,6.65
2020-03-19,12,Marzahn-Hellersdorf,6.79
2020-03-20,12,Marzahn-Hellersdorf,6.9
2020-03-21,12,Marzahn-Hellersdorf,6.97
2020-03-22,12,Marzahn-Hellersdorf,7.16
2020-03-23,13,Marzahn-Hellersdorf,7.38
2020-03-24,13,Marzahn-Hellersdorf,7.53
2020-03-25,13,Marzahn-Hellersdorf,7.63
2020-03-26,13,Marzahn-Hellersdorf,7.76
2020-03-27,13,Marzahn-Hellersdorf,7.86
2020-03-28,13,Marzahn-Hellersdorf,7.92
2020-03-29,13,Marzahn-Hellersdorf,8.11
2020-03-30,14,Marzahn-Hellersdorf,8.33
2020-03-31,14,Marzahn-Hellersdorf,8.48
2020-04-01,14,Marzahn-Hellersdorf,8.59
2020-04-02,14,Marzahn-Hellersdorf,8.72
2020-04-03,14,Marzahn-Hellersdorf,8.84
2020-04-04,14,Marzahn-Hellersdorf,8.92
2020-04-05,14,Marzahn-Hellersdorf,9.13
2020-04-06,15,Marzahn-Hellersdorf,9.37
2020-04-07,15,Marzahn-Hellersdorf,9.54
2020-04-08,15,Marzahn-Hellersdorf,9.68
2020-04-09,15,Marzahn-Hellersdorf,9.84
2020-04-10,15,Marzahn-Hellersdorf,9.98
2020-04-11,15,Marzahn-Hellersdorf,10.08
2020-04-12,15,Marzahn-Hellersdorf,10.32
2020-04-13,16,Marzahn-Hellersdorf,10.58
2020-04-14,16,Marzahn-Hellersdorf,10.78
2020-04-15,16,Marzahn-Hellersdorf,10.94
2020-04-16,16,Marzahn-Hellersdorf,11.12
2020-04-17,16,Marzahn-Hellersdorf,11.28
2020-04-18,16,Marzahn-Hellersdorf,11.4
2020-04-19,16,Marzahn-Hellersdorf,11.65
2020-04-20,17,Marzahn-Hellersdorf,11.93
2020-04-21,17,Marzahn-Hellersdorf,12.13
2020-04-22,17,Marzahn-Hellersdorf,12.3
2020-04-23,17,Marzahn-Hellersdorf,12.48
2020-04-24,17,Marzahn-Hellersdorf,12.64
2020-04-25,17,Marzahn-Hellersdorf,12.76
2020-04-26,17,Marzahn-Hellersdorf,13.0
2020-04-27,18,Marzahn-Hellersdorf,13.27
2020-04-28,18,Marzahn-Hellersdorf,13.46
2020-04-29,18,Marzahn-Hellersdorf,13.61
2020-04-30,18,Marzahn-Hellersdorf,13.78
2020-05-01,18,Marzahn-Hellersdorf,13.92
2020-05-02,18,Marzahn-Hellersdorf,14.01
2020-05-03,18,Marzahn-Hellersdorf,14.24
2020-05-04,19,Marzahn-Hellersdorf,14.48
2020-05-05,19,Marzahn-Hellersdorf,14.65
2020-05-06,19,Marzahn-Hellersdorf,14.77
2020-05-07,19,Marzahn-Hellersdorf,14.91
2020-05-08,19,Marzahn-Hellersdorf,15.03
2020-05-09,19,Marzahn-Hellersdorf,15.1
2020-05-10,19,Marzahn-Hellersdorf,15.3
2020-05-11,20,Marzahn-Hellersdorf,15.52
2020-05-12,20,Marzahn-Hellersdorf,15.67
2020-05-13,20,Marzahn-Hellersdorf,15.77
2020-05-14,20,Marzahn-Hellersdorf,15.89
2020-05-15,20,Marzahn-Hellersdorf,15.99
2020-05-16,20,Marzahn-Hellersdorf,16.04
2020-05-17,20,Marzahn-Hellersdorf,16.23
2020-05-18,21,Marzahn-Hellersdorf,16.43
2020-05-19,21,Marzahn-Hellersdorf,16.56
2020-05-20,21,Marzahn-Hellersdorf,16.65
2020-05-21,21,Marzahn-Hellersdorf,16.77
2020-05-22,21,Marzahn-Hellersdorf,16.85
2020-05-23,21,Marzahn-Hellersdorf,16.9
2020-05-24,21,Marzahn-Hellersdorf,17.07
2020-05-25,22,Marzahn-Hellersdorf,17.27
2020-05-26,22,Marzahn-Hellersdorf,17.4
2020-05-27,22,Marzahn-Hellersdorf,17.48
2020-05-28,22,Marzahn-Hellersdorf,17.59
2020-05-29,22,Marzahn-Hellersdorf,17.67
2020-05-30,22,Marzahn-Hellersdorf,17.71
2020-05-31,22,Marzahn-Hellersdorf,17.88
2020-06-01,23,Marzahn-Hellersdorf,18.07
2020-06-02,23,Marzahn-Hellersdorf,18.19
2020-06-03,23,Marzahn-Hellersdorf,18.27
2020-06-04,23,Marzahn-Hellersdorf,18.36
2020-06-05,23,Marzahn-Hellersdorf,18.43
2020-06-06,23,Marzahn-Hellersdorf,18.46
2020-06-07,23,Marzahn-Hellersdorf,18.62
2020-06-08,24,Marzahn-Hellersdorf,18.79
2020-06-09,24,Marzahn-Hellersdorf,18.89
2020-06-10,24,Marzahn-Hellersdorf,18.95
2020-06-11,24,Marzahn-Hellersdorf,19.02
2020-06-12,24,Marzahn-Hellersdorf,19.07
2020-06-13,24,Marzahn-Hellersdorf,19.08
2020-06-14,24,Marzahn-Hellersdorf,19.2
2020-06-15,25,Marzahn-Hellersdorf,19.35
2020-06-16,25,Marzahn-Hellersdorf,19.43
2020-06-17,25,Marzahn-Hellersdorf,19.46
2020-06-18,25,Marzahn-Hellersdorf,19.51
2020-06-19,25,Marzahn-Hellersdorf,19.53
2020-06-20,25,Marzahn-Hellersdorf,19.51
2020-06-21,25,Marzahn-Hellersdorf,19.61
2020-06-22,26,Marzahn-Hellersdorf,19.73
2020-06-23,26,Marzahn-Hellersdorf,19.79
2020-06-24,26,Marzahn-Hellersdorf,19.8
2020-06-25,26,Marzahn-Hellersdorf,19.82
2020-06-26,26,Marzahn-Hellersdorf,19.83
2020-06-27,26,Marzahn-Hellersdorf,19.79
2020-06-28,26,Marzahn-Hellersdorf,19.88
2020-06-29,27,Marzahn-Hellersdorf,20.0
2020-06-30,27,Marzahn-Hellersdorf,20.05
2020-07-01,27,Marzahn-Hellersdorf,20.05
2020-07-02,27,Marzahn-Hellersdorf,20.08
2020-07-03,27,Marzahn-Hellersdorf,20.09
2020-07-04,27,Marzahn-Hellersdorf,20.06
2020-07-05,27,Marzahn-Hellersdorf,20.16
2020-07-06,28,Marzahn-Hellersdorf,20.28
2020-07-07,28,Marzahn-Hellersdorf,20.34
2020-07-08,28,Marzahn-Hellersdorf,20.36
2020-07-09,28,Marzahn-Hellersdorf,20.41
2020-07-10,28,Marzahn-Hellersdorf,20.43
2020-07-11,28,Marzahn-Hellersdorf,20.42
2020-07-12,28,Marzahn-Hellersdorf,20.54
2020-07-13,29,Marzahn-Hellersdorf,20.68
2020-07-14,29,Marzahn-Hellersdorf,20.76
2020-07-15,29,Marzahn-Hellersdorf,20.79
2020-07-16,29,Marzahn-Hellersdorf,20.85
2020-07-17,29,Marzahn-Hellersdorf,20.89
2020-07-18,29,Marzahn-Hellersdorf,20.89
2020-07-19,29,Marzahn-Hellersdorf,21.01
2020-07-20,30,Marzahn-Hellersdorf,21.16
2020-07-21,30,Marzahn-Hellersdorf,21.23
2020-07-22,30,Marzahn-Hellersdorf,21.27
2020-07-23,30,Marzahn-Hellersdorf,21.32
2020-07-24,30,Marzahn-Hellersdorf,21.34
2020-07-25,30,Marzahn-Hellersdorf,21.32
2020-07-26,30,Marzahn-Hellersdorf,21.42
2020-07-27,31,Marzahn-Hellersdorf,21.54
2020-07-28,31,Marzahn-Hellersdorf,21.58
2020-07-29,31,Marzahn-Hellersdorf,21.58
2020-07-30,31,Marzahn-Hellersdorf,21.59
2020-07-31,31,Marzahn-Hellersdorf,21.57
2020-08-01,31,Marzahn-Hellersdorf,21.5
2020-08-02,31,Marzahn-Hellersdorf,21.55
2020-08-03,32,Marzahn-Hellersdorf,21.61
2020-08-04,32,Marzahn-Hellersdorf,21.6
2020-08-05,32,Marzahn-Hellersdorf,21.54
2020-08-06,32,Marzahn-Hellersdorf,21.49
2020-08-07,32,Marzahn-Hellersdorf,21.4
2020-08-08,32,Marzahn-Hellersdorf,21.27
2020-08-09,32,Marzahn-Hellersdorf,21.26
2020-08-10,33,Marzahn-Hellersdorf,21.26
2020-08-11,33,Marzahn-Hellersdorf,21.19
2020-08-12,33,Marzahn-Hellersdorf,21.07
2020-08-13,33,Marzahn-Hellersdorf,20.96
2020-08-14,33,Marzahn-Hellersdorf,20.82
2020-08-15,33,Marzahn-Hellersdorf,20.64
2020-08-16,33,Marzahn-Hellersdorf,20.57
2020-08-17,34,Marzahn-Hellersdorf,20.53
2020-08-18,34,Marzahn-Hellersdorf,20.41
2020-08-19,34,Marzahn-Hellersdorf,20.25
2020-08-20,34,Marzahn-Hellersdorf,20.1
2020-08-21,34,Marzahn-Hellersdorf,19.93
2020-08-22,34,Marzahn-Hellersdorf,19.71
2020-08-23,34,Marzahn-Hellersdorf,19.62
2020-08-24,35,Marzahn-Hellersdorf,19.56
2020-08-25,35,Marzahn-Hellersdorf,19.42
2020-08-26,35,Marzahn-Hellersdorf,19.24
2020-08-27,35,Marzahn-Hellersdorf,19.08
2020-08-28,35,Marzahn-Hellersdorf,18.9
2020-08-29,35,Marzahn-Hellersdorf,18.67
2020-08-30,35,Marzahn-Hellersdorf,18.58
2020-08-31,36,Marzahn-Hellersdorf,18.51
2020-09-01,36,Marzahn-Hellersdorf,18.37
2020-09-02,36,Marzahn-Hellersdorf,18.19
2020-09-03,36,Marzahn-Hellersdorf,18.04
2020-09-04,36,Marzahn-Hellersdorf,17.86
2020-09-05,36,Marzahn-Hellersdorf,17.65
2020-09-06,36,Marzahn-Hellersdorf,17.56
2020-09-07,37,Marzahn-Hellersdorf,17.5
2020-09-08,37,Marzahn-Hellersdorf,17.37
2020-09-09,37,Marzahn-Hellersdorf,17.2
2020-09-10,37,Marzahn-Hellersdorf,17.06
2020-09-11,37,Marzahn-Hellersdorf,16.89
2020-09-12,37,Marzahn-Hellersdorf,16.68
2020-09-13,37,Marzahn-Hellersdorf,16.6
2020-09-14,38,Marzahn-Hellersdorf,16.55
2020-09-15,38,Marzahn-Hellersdorf,16.43
2020-09-16,38,Marzahn-Hellersdorf,16.26
2020-09-17,38,Marzahn-Hellersdorf,16.12
2020-09-18,38,Marzahn-Hellersdorf,15.95
2020-09-19,38,Marzahn-Hellersdorf,15.74
2020-09-20,38,Marzahn-Hellersdorf,15.66
2020-09-21,39,Marzahn-Hellersdorf,15.61
2020-09-22,39,Marzahn-Hellersdorf,15.48
2020-09-23,39,Marzahn-Hellersdorf,15.3
2020-09-24,39,Marzahn-Hellersdorf,15.15
2020-09-25,39,Marzahn-Hellersdorf,14.97
2020-09-26,39,Marzahn-Hellersdorf,14.75
2020-09-27,39,Marzahn-Hellersdorf,14.66
2020-09-28,40,Marzahn-Hellersdorf,14.58
2020-09-29,40,Marzahn-Hellersdorf,14.44
2020-09-30,40,Marzahn-Hellersdorf,14.25
2020-10-01,40,Marzahn-Hellersdorf,14.08
2020-10-02,40,Marzahn-Hellersdorf,13.88
2020-10-03,40,Marzahn-Hellersdorf,13.64
2020-10-04,40,Marzahn-Hellersdorf,13.53
2020-10-05,41,Marzahn-Hellersdorf,13.44
2020-10-06,41,Marzahn-Hellersdorf,13.28
2020-10-07,41,Marzahn-Hellersdorf,13.08
2020-10-08,41,Marzahn-Hellersdorf,12.89
2020-10-09,41,Marzahn-Hellersdorf,12.69
2020-10-10,41,Marzahn-Hellersdorf,12.44
2020-10-11,41,Marzahn-Hellersdorf,12.32
2020-10-12,42,Marzahn-Hellersdorf,12.22
2020-10-13,42,Marzahn-Hellersdorf,12.06
2020-10-14,42,Marzahn-Hellersdorf,11.85
2020-10-15,42,Marzahn-Hellersdorf,11.67
2020-10-16,42,Marzahn-Hellersdorf,11.47
2020-10-17,42,Marzahn-Hellersdorf,11.23
2020-10-18,42,Marzahn-Hellersdorf,11.11
2020-10-19,43,Marzahn-Hellersdorf,11.03
2020-10-20,43,Marzahn-Hellersdorf,10.88
2020-10-21,43,Marzahn-Hellersdorf,10.68
2020-10-22,43,Marzahn-Hellersdorf,10.52
2020-10-23,43,Marzahn-Hellersdorf,10.33
2020-10-24,43,Marzahn-Hellersdorf,10.1
2020-10-25,43,Marzahn-Hellersdorf,10.0
2020-10-26,44,Marzahn-Hellersdorf,9.93
2020-10-27,44,Marzahn-Hellersdorf,9.79
2020-10-28,44,Marzahn-Hellersdorf,9.61
2020-10-29,44,Marzahn-Hellersdorf,9.45
2020-10-30,44,Marzahn-Hellersdorf,9.27
2020-10-31,44,Marzahn-Hellersdorf,9.05
2020-11-01,44,Marzahn-Hellersdorf,8.95
2020-11-02,45,Marzahn-Hellersdorf,8.88
2020-11-03,45,Marzahn-Hellersdorf,8.74
2020-11-04,45,Marzahn-Hellersdorf,8.56
2020-11-05,45,Marzahn-Hellersdorf,8.4
2020-11-06,45,Marzahn-Hellersdorf,8.21
2020-11-07,45,Marzahn-Hellersdorf,7.98
2020-11-08,45,Marzahn-Hellersdorf,7.88
2020-11-09,46,Marzahn-Hellersdorf,7.79
2020-11-10,46,Marzahn-Hellersdorf,7.64
2020-11-11,46,Marzahn-Hellersdorf,7.45
2020-11-12,46,Marzahn-Hellersdorf,7.27
2020-11-13,46,Marzahn-Hellersdorf,7.07
2020-11-14,46,Marzahn-Hellersdorf,6.83
2020-11-15,46,Marzahn-Hellersdorf,6.72
2020-11-16,47,Marzahn-Hellersdorf,6.63
2020-11-17,47,Marzahn-Hellersdorf,6.47
2020-11-18,47,Marzahn-Hellersdorf,6.27
2020-11-19,47,Marzahn-Hellersdorf,6.1
2020-11-20,47,Marzahn-Hellersdorf,5.91
2020-11-21,47,Marzahn-Hellersdorf,5.68
2020-11-22,47,Marzahn-Hellersdorf,5.58
2020-11-23,48,Marzahn-Hellersdorf,5.51
2020-11-24,48,Marzahn-Hellersdorf,5.37
2020-11-25,48,Marzahn-Hellersdorf,5.2
2020-11-26,48,Marzahn-Hellersdorf,5.06
2020-11-27,48,Marzahn-Hellersdorf,4.9
2020-11-28,48,Marzahn-Hellersdorf,4.71
2020-11-29,48,Marzahn-Hellersdorf,4.65
2020-11-30,49,Marzahn-Hellersdorf,4.62
2020-12-01,49,Marzahn-Hellersdorf,4.54
2020-12-02,49,Marzahn-Hellersdorf,4.41
2020-12-03,49,Marzahn-Hellersdorf,4.32
2020-12-04,49,Marzahn-Hellersdorf,4.2
2020-12-05,49,Marzahn-Hellersdorf,4.06
2020-12-06,49,Marzahn-Hellersdorf,4.04
2020-12-07,50,Marzahn-Hellersdorf,4.06
2020-12-08,50,Marzahn-Hellersdorf,4.01
2020-12-09,50,Marzahn-Hellersdorf,3.92
2020-12-10,50,Marzahn-Hellersdorf,3.85
2020-12-11,50,Marzahn-Hellersdorf,3.77
2020-12-12,50,Marzahn-Hellersdorf,3.64
2020-12-13,50,Marzahn-Hellersdorf,3.65
2020-12-14,51,Marzahn-Hellersdorf,3.68
2020-12-15,51,Marzahn-Hellersdorf,3.63
2020-12-16,51,Marzahn-Hellersdorf,3.55
2020-12-17,51,Marzahn-Hellersdorf,3.48
2020-12-18,51,Marzahn-Hellersdorf,3.39
2020-12-19,51,Marzahn-Hellersdorf,3.25
2020-12-20,51,Marzahn-Hellersdorf,3.24
2020-12-21,52,Marzahn-Hellersdorf,3.25
2020-12-22,52,Marzahn-Hellersdorf,3.19
2020-12-23,52,Marzahn-Hellersdorf,3.08
2020-12-24,52,Marzahn-Hellersdorf,2.99
2020-12-25,52,Marzahn-Hellersdorf,2.88
2020-12-26,52,Marzahn-Hellersdorf,2.72
2020-12-27,52,Marzahn-Hellersdorf,2.7
2020-12-28,53,Marzahn-Hellersdorf,2.69
2020-12-29,53,Marzahn-Hellersdorf,2.62
2020-12-30,53,Marzahn-Hellersdorf,2.5
2020-12-31,53,Marzahn-Hellersdorf,2.41
2021-01-01,53,Marzahn-Hellersdorf,2.3
2021-01-02,53,Marzahn-Hellersdorf,2.15
2021-01-03,53,Marzahn-Hellersdorf,2.14
2021-01-04,1,Marzahn-Hellersdorf,2.15
2021-01-05,1,Marzahn-Hellersdorf,2.11
2021-01-06,1,Marzahn-Hellersdorf,2.03
2021-01-07,1,Marzahn-Hellersdorf,1.97
2021-01-08,1,Marzahn-Hellersdorf,1.91
2021-01-09,1,Marzahn-Hellersdorf,1.81
2021-01-10,1,Marzahn-Hellersdorf,1.85
2021-01-11,2,Marzahn-Hellersdorf,1.92
2021-01-12,2,Marzahn-Hellersdorf,1.93
2021-01-13,2,Marzahn-Hellersdorf,1.91
2021-01-14,2,Marzahn-Hellersdorf,1.92
2021-01-15,2,Marzahn-Hellersdorf,1.91
2021-01-16,2,Marzahn-Hellersdorf,1.87
2021-01-17,2,Marzahn-Hellersdorf,1.97
2021-01-18,3,Marzahn-Hellersdorf,2.1
2021-01-19,3,Marzahn-Hellersdorf,2.16
2021-01-20,3,Marzahn-Hellersdorf,2.19
2021-01-21,3,Marzahn-Hellersdorf,2.24
2021-01-22,3,Marzahn-Hellersdorf,2.27
2021-01-23,3,Marzahn-Hellersdorf,2.26
2021-01-24,3,Marzahn-Hellersdorf,2.38
2021-01-25,4,Marzahn-Hellersdorf,2.52
2021-01-26,4,Marzahn-Hellersdorf,2.59
2021-01-27,4,Marzahn-Hellersdorf,2.62
2021-01-28,4,Marzahn-Hellersdorf,2.67
2021-01-29,4,Marzahn-Hellersdorf,2.69
2021-01-30,4,Marzahn-Hellersdorf,2.66
2021-01-31,4,Marzahn-Hellersdorf,2.76
2021-02-01,5,Marzahn-Hellersdorf,2.88
2021-02-02,5,Marzahn-Hellersdorf,2.93
2021-02-03,5,Marzahn-Hellersdorf,2.92
2021-02-04,5,Marzahn-Hellersdorf,2.94
2021-02-05,5,Marzahn-Hellersdorf,2.93
2021-02-06,5,Marzahn-Hellersdorf,2.87
2021-02-07,5,Marzahn-Hellersdorf,2.94
2021-02-08,6,Marzahn-Hellersdorf,3.03
2021-02-09,6,Marzahn-Hellersdorf,3.05
2021-02-10,6,Marzahn-Hellersdorf,3.03
2021-02-11,6,Marzahn-Hellersdorf,3.03
2021-02-12,6,Marzahn-Hellersdorf,3.01
2021-02-13,6,Marzahn-Hellersdorf,2.95
2021-02-14,6,Marzahn-Hellersdorf,3.02
2021-02-15,7,Marzahn-Hellersdorf,3.12
2021-02-16,7,Marzahn-Hellersdorf,3.16
2021-02-17,7,Marzahn-Hellersdorf,3.16
2021-02-18,7,Marzahn-Hellersdorf,3.19
2021-02-19,7,Marzahn-Hellersdorf,3.2
2021-02-20,7,Marzahn-Hellersdorf,3.18
2021-02-21,7,Marzahn-Hellersdorf,3.29
2021-02-22,8,Marzahn-Hellersdorf,3.44
2021-02-23,8,Marzahn-Hellersdorf,3.53
2021-02-24,8,Marzahn-Hellersdorf,3.58
2021-02-25,8,Marzahn-Hellersdorf,3.67
2021-02-26,8,Marzahn-Hellersdorf,3.74
2021-02-27,8,Marzahn-Hellersdorf,3.78
2021-02-28,8,Marzahn-Hellersdorf,3.95
2021-03-01,9,Marzahn-Hellersdorf,4.16
2021-03-02,9,Marzahn-Hellersdorf,4.3
2021-03-03,9,Marzahn-Hellersdorf,4.41
2021-03-04,9,Marzahn-Hellersdorf,4.55
2021-03-05,9,Marzahn-Hellersdorf,4.66
2021-03-06,9,Marzahn-Hellersdorf,4.74
2021-03-07,9,Marzahn-Hellersdorf,4.96
2021-03-08,10,Marzahn-Hellersdorf,5.19
2021-03-09,10,Marzahn-Hellersdorf,5.37
2021-03-10,10,Marzahn-Hellersdorf,5.5
2021-03-11,10,Marzahn-Hellersdorf,5.65
2021-03-12,10,Marzahn-Hellersdorf,5.78
2021-03-13,10,Marzahn-Hellersdorf,5.86
2021-03-14,10,Marzahn-Hellersdorf,6.08
2021-03-15,11,Marzahn-Hellersdorf,6.31
2021-03-16,11,Marzahn-Hellersdorf,6.47
2021-03-17,11,Marzahn-Hellersdorf,6.59
2021-03-18,11,Marzahn-Hellersdorf,6.73
2021-03-19,11,Marzahn-Hellersdorf,6.85
2021-03-20,11,Marzahn-Hellersdorf,6.92
2021-03-21,11,Marzahn-Hellersdorf,7.12
2021-03-22,12,Marzahn-Hellersdorf,7.33
2021-03-23,12,Marzahn-Hellersdorf,7.48
2021-03-24,12,Marzahn-Hellersdorf,7.59
2021-03-25,12,Marzahn-Hellersdorf,7.71
2021-03-26,12,Marzahn-Hellersdorf,7.82
2021-03-27,12,Marzahn-Hellersdorf,7.88
2021-03-28,12,Marzahn-Hellersdorf,8.07
2021-03-29,13,Marzahn-Hellersdorf,8.28
2021-03-30,13,Marzahn-Hellersdorf,8.43
2021-03-31,13,Marzahn-Hellersdorf,8.54
2021-04-01,13,Marzahn-Hellersdorf,8.67
2021-04-02,13,Marzahn-Hellersdorf,8.78
2021-04-03,13,Marzahn-Hellersdorf,8.86
2021-04-04,13,Marzahn-Hellersdorf,9.06
2021-04-05,14,Marzahn-Hellersdorf,9.29
2021-04-06,14,Marzahn-Hellersdorf,9.46
2021-04-07,14,Marzahn-Hellersdorf,9.59
2021-04-08,14,Marzahn-Hellersdorf,9.75
2021-04-09,14,Marzahn-Hellersdorf,9.89
2021-04-10,14,Marzahn-Hellersdorf,9.99
2021-04-11,14,Marzahn-Hellersdorf,10.22
2021-04-12,15,Marzahn-Hellersdorf,10.48
2021-04-13,15,Marzahn-Hellersdorf,10.67
2021-04-14,15,Marzahn-Hellersdorf,10.83
2021-04-15,15,Marzahn-Hellersdorf,11.01
2021-04-16,15,Marzahn-Hellersdorf,11.17
2021-04-17,15,Marzahn-Hellersdorf,11.29
2021-04-18,15,Marzahn-Hellersdorf,11.54
2021-04-19,16,Marzahn-Hellersdorf,11.81
2021-04-20,16,Marzahn-Hellersdorf,12.02
2021-04-21,16,Marzahn-Hellersdorf,12.18
2021-04-22,16,Marzahn-Hellersdorf,12.36
2021-04-23,16,Marzahn-Hellersdorf,12.53
2021-04-24,16,Marzahn-Hellersdorf,12.65
2021-04-25,16,Marzahn-Hellersdorf,12.89
2021-04-26,17,Marzahn-Hellersdorf,13.16
2021-04-27,17,Marzahn-Hellersdorf,13.36
2021-04-28,17,Marzahn-Hellersdorf,13.51
2021-04-29,17,Marzahn-Hellersdorf,13.68
2021-04-30,17,Marzahn-Hellersdorf,13.83
2021-05-01,17,Marzahn-Hellersdorf,13.93
2021-05-02,17,Marzahn-Hellersdorf,14.15
2021-05-03,18,Marzahn-Hellersdorf,14.4
2021-05-04,18,Marzahn-Hellersdorf,14.57
2021-05-05,18,Marzahn-Hellersdorf,14.7
2021-05-06,18,Marzahn-Hellersdorf,14.85
2021-05-07,18,Marzahn-Hellersdorf,14.97
2021-05-08,18,Marzahn-Hellersdorf,15.05
2021-05-09,18,Marzahn-Hellersdorf,15.25
2021-05-10,19,Marzahn-Hellersdorf,15.47
2021-05-11,19,Marzahn-Hellersdorf,15.62
2021-05-12,19,Marzahn-Hellersdorf,15.73
2021-05-13,19,Marzahn-Hellersdorf,15.85
2021-05-14,19,Marzahn-Hellersdorf,15.95
2021-05-15,19,Marzahn-Hellersdorf,16.01
2021-05-16,19,Marzahn-Hellersdorf,16.19
2021-05-17,20,Marzahn-Hellersdorf,16.4
2021-05-18,20,Marzahn-Hellersdorf,16.53
2021-05-19,20,Marzahn-Hellersdorf,16.63
2021-05-20,20,Marzahn-Hellersdorf,16.74
2021-05-21,20,Marzahn-Hellersdorf,16.83
2021-05-22,20,Marzahn-Hellersdorf,16.88
2021-05-23,20,Marzahn-Hellersdorf,17.05
2021-05-24,21,Marzahn-Hellersdorf,17.25
2021-05-25,21,Marzahn-Hellersdorf,17.38
